name,discipline,address,city,area,phone,email,website,rating,reviews_count,source,scraped_at
SUN AND STARS KARATE CENTER BR 2,"Karate, Taekwondo, Martial Arts",Al Shuwaiheen - Hay Al Gharb - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 54 464 9116,,,5.0,2,google_maps,2026-03-13T01:13:37.453991+00:00
Sharjah Judo and BJJ Club,Judo,Warehouses Land - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 55 555 5978,,,,,google_maps,2026-03-13T02:33:20.000882+00:00
Sharjah Self-Defense Sports Club (Industrial 18 br.),"BJJ, Judo, Martial Arts",Unnamed Road - Warehouses Land - Sharjah - United Arab Emirates,Sharjah,Sharjah,+97165566017,info@shjsdsc.ae,https://www.shjsdsc.ae/,4.6,47,google_maps,2026-03-12T13:02:41.594309+00:00
Sharjah Self-Defense Sports Club main Branch,"BJJ, Muay Thai, Kickboxing, Boxing, Karate, Judo, Martial Arts",8HQ9+36 - Al Rahmania Suburb - Shaghrafa 4 - Sharjah - United Arab Emirates,Sharjah,Sharjah,+97165566017,info@shjsdsc.ae,http://www.shjsdsc.ae/,4.3,96,google_maps,2026-03-12T13:02:40.007410+00:00
Sharjah Sport Club,Judo,Sports Club - Al Hazzana - Al Riqa Suburb - Sharjah - United Arab Emirates,Sharjah,Sharjah,+97165226600,,http://www.sharjahclub.ae/,4.2,1378,google_maps,2026-03-13T02:33:16.950758+00:00
Sharjah Sport Club Individual Game's,Judo,9CCG+F99 - Al Hazzana - Al Riqa Suburb - Sharjah - United Arab Emirates,Sharjah,Sharjah,+97165226600,,,4.3,175,google_maps,2026-03-13T02:35:20.510943+00:00
Silver Star Karate Sharjah,"Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts","Al Habtoor Tower - Block A, shop No.5 King Faisal St - Al Nad - Hay Al Qasimiah - Sharjah - United Arab Emirates",Sharjah,Sharjah,+971 55 505 0954,,,4.7,42,google_maps,2026-03-12T14:33:18.800221+00:00
Spark Fitness EMS Training,Kickboxing,Al Khan St - Al Majaz 3 - Al Majaz - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 50 575 4330,,,4.8,60,google_maps,2026-03-12T21:17:37.303768+00:00
Speed Kick Karate Center,"Kickboxing, Karate, Taekwondo, Martial Arts",King Abdul Aziz St - next to Prime Medical Center - Al Nad - Hay Al Qasimiah - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 55 293 3957,,,5.0,11,google_maps,2026-03-12T21:17:15.900322+00:00
Stamina Body Fitness Club,Kickboxing,Jawahara silver building - 1st floor - above life pharmacy - Hay Al Nahda - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 50 527 5279,,,5.0,75,google_maps,2026-03-12T21:15:52.067138+00:00
Sun and Stars Karate Center Branch 1,"Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Al Nahda First - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 58 637 4411,contact@strongx.com; sunandstarskarate@gmail.com; hello@traveler.com,https://www.sunandstarskarate.com/,4.9,40,google_maps,2026-03-12T14:33:20.468527+00:00
Super Gym,"Muay Thai, Kickboxing",Amman St - Al Qusais Ind. Fifth - Dubai - United Arab Emirates,Sharjah,Dubai,+97142808088,info@supergymdubai.ae,https://supergymdubai.ae/,4.5,357,google_maps,2026-03-12T14:34:48.138592+00:00
THE GYM - ذا جيم,"Muay Thai, Kickboxing",ALIMAM - ALSHAFEE ST - Al Hamidiya 1 - Ajman - United Arab Emirates,Sharjah,Ajman,+97165395444,,https://instagram.com/the_gym_aj?igshid=YWJhMjlhZTc=,4.2,166,google_maps,2026-03-12T14:34:57.017003+00:00
"TIGER MARTIAL ARTS CENTER, AL QULAYAAH, SHARJAH","BJJ, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Al Saud Building - behind Saudi German Hospital - Hay Al Sharq - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 52 824 2355,,http://tigermartialartscenters.com/,4.8,129,google_maps,2026-03-12T13:02:35.259498+00:00
TOP FITNESS L.L.C GYM & Life style fitness center,"Boxing, Martial Arts",Sharjah 25 - 334651109758724 55.37526839012713 - Al Majaz 3 - Al Majaz - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 52 396 5992,,,4.8,370,google_maps,2026-03-12T22:42:06.789797+00:00
Taekwondo Sharjah ( Since 1987),"Kickboxing, Judo, Taekwondo, Martial Arts","Alfa Centre - SHARJAH - Jamal AbdulNaser Street - Sharjah.oppsit city centre sharjah, Near Al Marwa Tower, Alfa Centre, Office entrance - No, :4 - Sharjah - United Arab Emirates",Sharjah,Sharjah,+97165592020,,,4.9,21,google_maps,2026-03-12T21:16:39.731862+00:00
The Fighter Karate Center,"Kickboxing, Karate, Taekwondo, Martial Arts",Al Majaz 1 - Al Majaz - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 50 250 6595,info@sanoobfit.com; info@fighterkarate.com,https://fighterkarate.com/,5.0,46,google_maps,2026-03-12T21:16:56.223741+00:00
"The GYM Sports Center, CT","Muay Thai, Kickboxing",CC3H+FVP Corniche Tower - 11th - Corniche Road - Al Rumailah - Al Rumailah 2 - Ajman - United Arab Emirates,Sharjah,Ajman,+971 55 282 0726,,,3.9,20,google_maps,2026-03-12T14:34:36.078292+00:00
The National Centre for Karate & Judo,Judo,89MW+XRV - Bu Shaghara - Hay Al Qasimiah - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 50 796 4411,,,,,google_maps,2026-03-13T02:35:29.562597+00:00
"Tiger Martial Arts Center, Butina, Sharjah","BJJ, Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",butina - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 52 124 2213,,http://www.tigermartialartscenter.com/,4.8,45,google_maps,2026-03-12T13:02:47.959255+00:00
Toronto Star Body Building,"Boxing, Karate, Taekwondo, Martial Arts",The Grand Avenue - Showroom No 3 - 126 Al Qasimi St - Hay Al Sharq - Sharjah - United Arab Emirates,Sharjah,Sharjah,+97165433633,,,4.2,289,google_maps,2026-03-12T22:42:15.851264+00:00
Torossian Sport Center,Kickboxing,Al Khan - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 55 506 7549,info@torossiansport.com; info@yoursite.com,https://torossiansport.com/,4.6,68,google_maps,2026-03-12T21:16:59.474726+00:00
UNITED KARATE & FITNESS CENTRE,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",896F+WX2 Almaha - Al Khalidiya District - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 56 703 2912,info@unitedkarategroup.com,http://www.unitedkarategroup.com/,4.1,8,google_maps,2026-03-12T13:02:55.993498+00:00
UNIVERSE FITNESS - AJMAN Al NUAIMIA 1,"Kickboxing, Boxing",street No. 599 - behind ROYAL FURNITURE - Ajman - United Arab Emirates,Sharjah,Ajman,+971 56 913 1888,,,4.3,72,google_maps,2026-03-12T21:17:53.653971+00:00
Ultra Premium Fitness Ladies and Gents Gym,Kickboxing,Al Fahad Building - Mizznane floor - Al Majaz 1 - Al Majaz - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 50 767 7672,,https://linktr.ee/ultrapremiumfitness,4.6,63,google_maps,2026-03-12T21:16:41.353157+00:00
United Karate Group,"Muay Thai, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",78PH+973 - Abu Hail - Deira - Dubai - United Arab Emirates,Sharjah,Dubai,+971 50 645 3767,info@unitedkarategroup.com,http://www.unitedkarategroup.com/,5.0,2,google_maps,2026-03-12T14:34:44.677030+00:00
V.K.M Kalari - Sharjah,"Kickboxing, Karate, Taekwondo, Martial Arts",Shop No 3 - King Abdul Aziz St - Al Mahatta - Hay Al Qasimiah - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 55 340 4099,,,4.9,71,google_maps,2026-03-12T21:15:43.938059+00:00
V.K.M. Kalari - Al Nahda,"Kickboxing, Boxing, Karate, Taekwondo",Ahli House - Room No : 108 - near Carrefour - Al Nahda Second - Al Nahda - Dubai - United Arab Emirates,Sharjah,Dubai,+971 55 340 4099,vkmkalaridubai@gmail.com,http://vkmkalaridubai.com/,4.9,111,google_maps,2026-03-12T21:15:30.851640+00:00
VKM Kalari - New Muwaileh,"Kickboxing, Karate, Martial Arts","New Muwaileh - 8F56+48V Al Maha Building, Unit 104 - Muwaileh Commercial - Sharjah - United Arab Emirates",Sharjah,Sharjah,+971 55 340 4099,,https://vkmkalaridubai.com/,5.0,20,google_maps,2026-03-12T21:16:20.019908+00:00
Warriors zone academy أكاديمية منطقه المحاربين,"Muay Thai, Kickboxing, Boxing, Taekwondo, Martial Arts","Al Sultan Sweets, Almaha - Al Taawun St - Al Khan - Sharjah Al Sultan Sweets, Almaha - Al Taawun St - Al Khan - Sharjah - Al Khan - Sharjah - United Arab Emirates",Sharjah,Sharjah,+971 52 633 2020,,,4.9,81,google_maps,2026-03-12T14:33:38.919275+00:00
Wellfit Madar,"Kickboxing, Boxing, Martial Arts",Aljada by Arada - Muwaileh Commercial - Sharjah - United Arab Emirates,Sharjah,Sharjah,,,https://www.wellfit.me/madar,4.8,1869,google_maps,2026-03-12T21:15:48.833829+00:00
Wellness Fitness - W1 - Gym,Kickboxing,892C+PJ5 - Hay Al Nahda - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 50 357 2828,,,4.1,70,google_maps,2026-03-12T21:17:45.431283+00:00
"XFit Gym City Life Mall Ajman | Bodybuilding | Best GYM in Ajman, Al Tallah","Muay Thai, Kickboxing, Boxing, Karate, Martial Arts",Mall - Shaikh Ammar Street City Life - First Floor - Al Tallah 2 - Ajman - United Arab Emirates,Sharjah,Ajman,+971 50 394 7747,info@xfitgym.ae,https://xfitgym.ae/,4.7,307,google_maps,2026-03-12T14:34:02.490311+00:00
"XFit Gym Rashidiya, Ajman | Best Gym & Swimming Academy",Kickboxing,Falcon Towers - B1 1st floor - Al Rashidiya 2 - Ajman - United Arab Emirates,Sharjah,Ajman,+971 58 573 5771,info@xfitgym.ae,https://xfitgym.ae/,4.8,266,google_maps,2026-03-12T21:17:55.367271+00:00
"XFit Gym and Swimming Academy, Al Nahda | Best Gym in Sharjah",Kickboxing,"B-Block, Alyaa Tower - HC Floor - Al Nahda St - Hay Al Nahda - Sharjah - United Arab Emirates",Sharjah,Sharjah,+971 58 531 5771,info@xfitgym.ae,https://xfitgym.ae/,4.8,50,google_maps,2026-03-12T21:15:58.638178+00:00
Yazan Badwan,Wrestling,Al-Qādisiyyah - Al Abar - Halwan - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 50 823 4606,,,,,google_maps,2026-03-13T00:44:16.152842+00:00
al fahad karate centre,"Kickboxing, Karate, Taekwondo, Martial Arts",Muweilah - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 56 105 8881,haddad51@yahoo.com,http://www.jka-uae.com/,4.5,30,google_maps,2026-03-12T21:15:42.334592+00:00
mma8Sport L.L.C,Muay Thai,7MHJ+25H - Al Mtsannid Suburb - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 54 515 5969,,,5.0,1,google_maps,2026-03-12T14:36:09.008314+00:00
paknaseebsport,Muay Thai,Industrial Area 5 - Industrial Area - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 54 765 1302,,,5.0,1,google_maps,2026-03-12T14:34:37.906804+00:00
نادي حورس الرياضي- Hors Sport's club,"Kickboxing, Taekwondo, Martial Arts",Sharjah publishing city - Muwaileh Commercial - Al Zahia - Sharjah - United Arab Emirates,Sharjah,Sharjah,+97167488366,info@hsclub.ae,http://hsclub.ae/,5.0,17,google_maps,2026-03-12T21:17:42.191505+00:00
نادي زهرة الامل للسيدات - Zahrat Al Amal Ladies GYM,Kickboxing,Al Khan - Sharjah - United Arab Emirates,Sharjah,Sharjah,+971 54 556 6021,,,5.0,315,google_maps,2026-03-12T21:17:48.742905+00:00
وقت اللياقة | Fitness Time,Kickboxing,146 Sheikh Muhammad Bin Sultan Al Qasimi St - Al Hazzana - Al Riqa Suburb - Sharjah - United Arab Emirates,Sharjah,Sharjah,,,https://www.fitnesstime.com.sa/ar-sa,4.1,559,google_maps,2026-03-12T21:16:51.285221+00:00
ATTOE Boxing CLUB FZE Dubai,Boxing,"Shop 7, Al Zarooni Building - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+971 50 882 1680,,,5.0,49,google_maps,2026-03-12T23:48:37.508254+00:00
Aura Academy of Arts,"Karate, Taekwondo, Martial Arts",Palace Tower T1 - Suite 204 - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 58 809 0055,info@weaurians.com; info@wesomesite.com,https://weaurians.com/,4.9,58,google_maps,2026-03-13T01:55:58.101981+00:00
Boxtop gym,"Kickboxing, Boxing",Dunes St - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,,,https://boxtopdxb.com/,4.7,15,google_maps,2026-03-12T22:01:51.107107+00:00
COACH AMAN,"Muay Thai, Boxing",Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 56 357 1933,,https://instagram.com/coach__aman?igshid=YmMyMTA2M2Y=,5.0,3,google_maps,2026-03-12T20:40:37.333605+00:00
Fitness Pro,"Kickboxing, Boxing, Wrestling, Karate, Taekwondo, Martial Arts",Apricot Tower - Sheikh Zayed Bin Hamdan Al Nahyan Street - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 58 858 3702,,,5.0,1,google_maps,2026-03-12T22:01:28.940560+00:00
Fitness Together,Kickboxing,SIT Tower - 24th Floor - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 50 476 8182,,http://www.fitnesstogetheruae.com/,4.4,148,google_maps,2026-03-12T22:01:49.524088+00:00
Full Circle EMS Fitness Center Dubai Silicon Oasis,Boxing,SIT Tower - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 54 320 2031,,http://fullcircle.ae/,4.9,303,google_maps,2026-03-12T23:48:29.188162+00:00
GymNation Silicon Oasis | Best Gym in Silicon Oasis,"Kickboxing, Boxing",Souq Extra Mall - Top Floor - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+97133614802,sophie@gymnation.com; aldrin@gymnation.com; dhaivat@gymnation.com,https://gymnation.com/gymsnearme/silicon-oasis/,4.6,7698,google_maps,2026-03-12T22:01:36.840243+00:00
IFK Karate Center,"Kickboxing, Karate, Judo, Taekwondo, Martial Arts","Room No 401, SIT Tower - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+97142220515,ifkkarateuae@gmail.com,http://ifkuae.net/,4.7,59,google_maps,2026-03-12T22:01:57.457924+00:00
Inaya Pilate,Martial Arts,"PD Floor, Donna Towers - Retail Unit 2 - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+971 52 124 8333,admin@inayapilate.com,https://www.inayapilate.com/,4.7,105,google_maps,2026-03-13T07:41:42.440166+00:00
JKA Shotokan Karate Club - Silicon Oasis,"MMA, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",Palace Towers - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 58 878 1215,jkauae.karate@gmail.com; info@jkauae.com,https://www.jkauae.com/,4.9,47,google_maps,2026-03-12T14:18:28.439695+00:00
JKS Academy,"MMA, Kickboxing, Karate, Judo, Taekwondo, Martial Arts","Dubai Digital Park, Residence, D3 - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+971 58 582 5001,,https://jkskarate.com/,4.8,85,google_maps,2026-03-12T14:18:25.285790+00:00
Karate Budo,"Karate, Judo, Taekwondo, Martial Arts","F22 (1ST FLOOR, IT PLAZA - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+971 55 183 8377,hello@seven.club; contact@gymfitx.com,https://seven.club/,5.0,2,google_maps,2026-03-13T01:55:43.032350+00:00
Karate Pro Martial Arts Academy - Dubai Silicon Oasis,"MMA, Kickboxing, Wrestling, Karate, Judo, Taekwondo, Martial Arts",Apricot Towers - 803 8th Floor - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 58 858 3702,karatepro2020@gmail.com; info@karatepro.ae,https://karatepro.ae/,5.0,124,google_maps,2026-03-12T14:18:23.705305+00:00
Kickboxing Pro Academy - Dubai Silicon Oasis,"MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Taekwondo, Martial Arts",Apricot Tower - 803 - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 58 858 3702,,,5.0,2,google_maps,2026-03-12T14:18:07.980377+00:00
Kids Kung Fu Classes - Silicon Oasis - POBOX 441007,Martial Arts,Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 50 695 5109,contact@sansoxygen.com; info@goldeneaglema.com,http://www.dubaikidskungfu.com/,,,google_maps,2026-03-13T07:41:30.328572+00:00
ME SELFDEFENSE AND SPORTS,"Karate, Taekwondo, Martial Arts",4977+9Q9 - Wadi Al Safa 2 - Liwan - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 56 635 7229,info@unitedkarategroup.com,http://www.unitedkarategroup.com/,5.0,,google_maps,2026-03-13T01:56:12.066861+00:00
MELT FITNESS GYM-LIWAN,Kickboxing,Amaya Mall - 1st Floor - Wadi Al Safa 2 - Liwan - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 56 160 6651,,,4.8,24,google_maps,2026-03-12T22:02:00.608331+00:00
"MyPT Studio I Ladies & Mixed Personal Training Gym in Silicon Oasis, Dubai","Kickboxing, Boxing, Martial Arts","G 35, Cedre Villas Community Centre - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+971 50 374 3710,contact@mypt-me.com; %20contact@mypt-me.com,https://mypt-me.com/,5.0,200,google_maps,2026-03-12T22:01:47.935606+00:00
Nitro Gym - Dubai Silicon Oasis,"Kickboxing, Boxing, Martial Arts",Apricot Towers - 101 - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+97143295595,hello@nitrogymuae.com,https://nitrogymuae.com/,4.5,377,google_maps,2026-03-12T22:01:38.436981+00:00
Power Boxing Fitness,"MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Taekwondo, Martial Arts",Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 58 217 7963,info@powerboxing.ae,https://www.powerboxing.ae/signup,4.9,74,google_maps,2026-03-12T14:18:22.134369+00:00
Primex Dojo Martial Arts - Kalari Payattu - Kickboxing,"Kickboxing, Karate, Taekwondo, Martial Arts",Palace Towers - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+97148760705,prmexdojo@gmail.com,http://www.primexdojo.com/,,,google_maps,2026-03-12T22:02:02.197436+00:00
ReStart Fitness Center & Gym - DSO,Kickboxing,"No. 110, SIT Tower - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+971 55 992 3356,,https://www.restartfitness.ae/,4.9,98,google_maps,2026-03-12T22:01:46.320137+00:00
Team Judokan Dubai,Judo,38X7+Q64 Body Language - Wadi Al Safa 3 - Al Barari - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 56 896 2908,,,5.0,2,google_maps,2026-03-13T03:26:48.475001+00:00
The Elite Health Club,"Kickboxing, Boxing, Taekwondo, Martial Arts",Semmer Villas Community Centre - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 50 777 2209,info@thelitehealthclub.com,https://www.thelitehealthclub.com/,4.7,327,google_maps,2026-03-12T22:01:33.691611+00:00
The Trainers Gym,Kickboxing,Palace Towers - 1 2nd floor - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 52 269 4097,,,5.0,25,google_maps,2026-03-12T22:01:55.880152+00:00
Triple Trident,Martial Arts,"SIT Tower - 1712, 17th Floor - Dubai Silicon Oasis - Dubai - United Arab Emirates",Silicon Oasis Dubai,Dubai,+971 58 583 9030,,https://instagram.com/tripletridentstudio?igshid=YmMyMTA2M2Y=,,,google_maps,2026-03-13T07:41:05.725173+00:00
迪拜尚武会馆 ShangWu Kung Fu Martial Arts Sports Club,Martial Arts,Blue Wave Tower - Wadi Al Safa 5 - Dubai - United Arab Emirates,Silicon Oasis Dubai,Dubai,+971 56 308 0777,,,5.0,1,google_maps,2026-03-13T07:41:27.300435+00:00
AMZ Dance Studio,Martial Arts,"East DIP 1 - Mayfair Building, 3rd Floor, No # 308 - near Green Community Village - Dubai Investment Park First - Green Community Village - Dubai - United Arab Emirates",Sports City Dubai,Dubai,+971 56 606 1579,,https://amzstudiodxb.com/,4.9,47,google_maps,2026-03-13T07:11:28.535449+00:00
Body Master GYM Al Barsha,"Kickboxing, Boxing, Taekwondo, Martial Arts",AB center - Sheikh Zayed Rd - Al Barsha First - Al Barsha - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 50 120 9529,bodymastergymalbarsha1@gmail.com,https://bodymastergymuae.com/,4.9,1514,google_maps,2026-03-12T21:45:21.763432+00:00
Body Shape Studio,Martial Arts,"Third - Miracle Hills 2, Shop No.9 - Al Barsha South - Dubai - United Arab Emirates",Sports City Dubai,Dubai,+971 54 599 9522,,https://www.bodyshape.ae/,5.0,90,google_maps,2026-03-13T07:11:34.135754+00:00
Brazilian Talent Sport Academy,BJJ,Al khali road - Hadaeq Sheikh Mohammed Bin Rashid - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 58 268 6453,info@braziliantalentdubai.com; info@meusite.com,https://www.braziliantalentdubai.com/,4.9,24,google_maps,2026-03-12T13:28:23.187993+00:00
Calisthenics training,Kickboxing,Binghatti emerald - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 56 155 8699,,,5.0,14,google_maps,2026-03-12T21:44:13.909462+00:00
Cobra Kai Fitness Dubai,"MMA, Muay Thai, Kickboxing, Boxing, Wrestling, Karate, Judo, Taekwondo",Bur Dubai - Cobra Kai Fitness Gym Dubai - 37th St - Al Raffa - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 50 318 3902,info@cobrakaidubai.com,https://cobrakaidubai.com/,5.0,164,google_maps,2026-03-12T14:09:20.792659+00:00
Combat Sports,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts","Times Square Center - Times Square Center, Level 1, Al Marabea St - Level 1 - Shop F07 Sheikh Zayed Rd - Al Qouz Ind.first - Dubai - United Arab Emirates",Sports City Dubai,Dubai,+97143555251,info@combatsportsme.com,https://combatsportsme.com/,4.9,70,google_maps,2026-03-12T13:27:57.092393+00:00
Dalong Tai Chi Flow - Arjan,"Karate, Martial Arts",My City Centre - Al Barsha - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 54 577 9778,,https://www.dalongtaichi.com/,,,google_maps,2026-03-13T01:38:58.915677+00:00
Dubai Karate Centre,Karate,"Suite No:, 411, Al Attar Business Centre, Next to Ibis Hotel - United Arab Emirates",Sports City Dubai,,+97143447797,,,4.4,22,google_maps,2026-03-13T01:39:26.625451+00:00
Dubai Polo & Equestrian Club,Karate,Al Qudra Rd - next to 7477 - Al Hebiah Second - Dubai Studio City - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+97143618111,events@poloclubdubai.com; info@poloclubdubai.com,http://www.poloclubdubai.com/,4.5,3516,google_maps,2026-03-13T01:38:55.783243+00:00
Dubai Sports City,"Karate, Taekwondo, Martial Arts",Gate No.1 Near - شارع الشيخ محمد بن زايد - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+97144251111,admissions@vhprimary.com; luxurypetsgrooming2023@gmail.com; sm@grandiose.net,http://www.dsc.ae/,4.4,15517,google_maps,2026-03-13T01:36:26.247082+00:00
Elite Karate Martial Arts Training Club,"Judo, Martial Arts",SARH AL EMARAT - Corniche St - Al Majaz 3 - Al Majaz - Sharjah - United Arab Emirates,Sports City Dubai,Sharjah,+971 50 340 5005,haddad51@yahoo.com,http://www.jka-uae.com/,4.9,16,google_maps,2026-03-13T03:07:13.183103+00:00
Elite Karate Martial Arts Training Club,"MMA, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Elite karate martial arts training club. Al Mozna Building - Office number M20 - 117 Al Nahda St - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 54 363 0761,thealphaclubmma@gmail.com; jane@framer.com,https://thealphaclubdxb.com/,4.8,20,google_maps,2026-03-12T14:09:36.209296+00:00
Elite Sports Academy | JESS Arabian Ranches,Karate,Arabian Ranches 1 - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+97145545916,info@elitesports.ae,http://elitesports.ae/,4.7,295,google_maps,2026-03-13T01:37:32.484767+00:00
Events and Sports Management,Karate,Detroit House Office 514 - Dubai Motor City - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+97143697817,,https://www.esm.ae/,3.7,27,google_maps,2026-03-13T01:38:19.054390+00:00
FIT4IT Fitness Training,Boxing,Dubai Sports City - 51 501 - Al Hebiah Fourth - Dubai Sports City - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 56 576 6611,info@fit4it.redlumb.ae; hello@fit4it.redlumb.ae,https://fit4it.ae/,4.9,105,google_maps,2026-03-12T23:18:28.231829+00:00
Face Off Fitness - Rashidiya | GYM,"MMA, Kickboxing, Boxing, Taekwondo, Martial Arts","Union Co-operative Building, Rashidiya Central Market - 33A St - next to Police Station - Al Rashidiya - Dubai - United Arab Emirates",Sports City Dubai,Dubai,+97142638828,,http://www.faceoffgym.com/,4.8,174,google_maps,2026-03-12T14:09:24.194664+00:00
Fat To Fit Fitness Gym (Biggest Gym in Al Barsha),"Kickboxing, Boxing",Sama Building - First floor - Al Barsha First - Al Barsha - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 56 556 5003,fattofitfitnessgym@gmail.com,https://www.fattofitfitness.com/,4.9,858,google_maps,2026-03-12T21:44:18.774769+00:00
Flex and Punch,"Muay Thai, Boxing",Elite 1 Sports City - Golf Course Dr - Al Hebiah Fourth - Dubai Sports City - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 52 255 2616,flexandpunch@gmail.com,http://www.flexandpunch.com/,5.0,9,google_maps,2026-03-12T20:19:26.472559+00:00
Future Athletes Academy | Judo Academy Dubai,"Karate, Judo, Taekwondo, Martial Arts",Community Center - Al Hebiah Third - DAMAC Hills - Dubai - United Arab Emirates,Sports City Dubai,Dubai,+971 55 446 2604,,https://www.futureathletesacademy.com/,5.0,11,google_maps,2026-03-13T01:38:45.414052+00:00
GFTeam Dubai,Martial Arts,"Schon business Park, Retail 13 - Dubai Investment Park First - Dubai - United Arab Emirates",Sports City Dubai,Dubai,+971 50 532 9532,info@gfteam.ae,https://www.gfteam.ae/,5.0,8,google_maps,2026-03-13T07:12:48.321778+00:00
